question	queries	links
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	"""РїС€РµРЅРёС†Р°"" ""1985"" Р РЎР¤РЎР  РЈРєСЂР°РёРЅР° РљР°Р·Р°С…СЃС‚Р°РЅ ""РјР»РЅ"" С‚Р°Р±Р»РёС†Р°"	['https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5_%D1%85%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%BE_%D0%A1%D0%A1%D0%A1%D0%A0', 'https://elar.urfu.ru/bitstream/10995/4992/2/dais-14-10-2009.pdf', 'https://antisovetsky.livejournal.com/52729.html']
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	"""1985"" РїС€РµРЅРёС†Р° ""Р РЎР¤РЎР "" ""РљР°Р·Р°С…СЃС‚Р°РЅ"" РјРёР»Р»РёРѕРЅ С‚РѕРЅРЅ РІР°Р»РѕРІРѕР№"	['https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5_%D1%85%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%BE_%D0%A1%D0%A1%D0%A1%D0%A0', 'https://antisovetsky.livejournal.com/52729.html']
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	Kazakhstan wheat production 1985 million tonnes Soviet republic	['https://en.wikipedia.org/wiki/Agriculture_in_Kazakhstan', 'https://pmc.ncbi.nlm.nih.gov/articles/PMC8741484/', 'https://ipad.fas.usda.gov/cropexplorer/pecad_stories.aspx?regionid=kz&ftype=prodbriefs', 'https://www.cambridge.org/core/journals/journal-of-agricultural-and-applied-economics/article/agricultural-policies-and-technical-efficiency-of-wheat-production-in-kazakhstan-and-russia-evidence-from-a-stochastic-frontier-approach/52B666AC8C2B598F9256D86F27A096AB', 'https://www.world-grain.com/articles/9846-focus-on-kazakhstan', 'https://www.indexmundi.com/agriculture/?country=kz&commodity=wheat&graph=production', 'https://www.sciencedirect.com/science/article/abs/pii/S1161030123001119', 'https://www.researchgate.net/publication/303627899_The_history_of_wheat_breeding_in_Southern_Kazakhstan', 'https://www.world-grain.com/articles/20368-kazakhstan-to-produce-more-wheat-challenges-remain', 'https://pmc.ncbi.nlm.nih.gov/articles/PMC11647814/']
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	Ukrainian SSR wheat production 1985 million tonnes	['https://ipad.fas.usda.gov/countrysummary/default.aspx?id=UP&crop=Wheat', 'https://ipad.fas.usda.gov/cropexplorer/pecad_stories.aspx?regionid=umb&ftype=prodbriefs', 'https://www.aljazeera.com/news/2022/2/17/infographic-russia-ukraine-and-the-global-wheat-supply-interactive', 'https://ipad.fas.usda.gov/cropexplorer/pecad_stories.aspx?regionid=umb&ftype=topstories', 'https://www.fas.usda.gov/data/production/up', 'https://www.agmanager.info/sites/default/files/pdf/Broyaka_Ukraine_04-16-25.pdf', 'https://en.wikipedia.org/wiki/Agriculture_in_Ukraine', 'https://ipad.fas.usda.gov/countrysummary/Default.aspx?id=UP', 'https://www.jec.senate.gov/reports/97th%20Congress/Soviet%20Economy%20in%20the%201980s%20-%20Problems%20and%20Prospects%20Part%20II%20(1186).pdf', 'https://www.consilium.europa.eu/en/infographics/ukrainian-grain-exports-explained/']
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	"""РќР°СЂРѕРґРЅРѕРµ С…РѕР·СЏР№СЃС‚РІРѕ РЎРЎРЎР  РІ 1985"" РїС€РµРЅРёС†Р° СЃРѕСЋР·РЅС‹Рµ СЂРµСЃРїСѓР±Р»РёРєРё"	['http://istmat.info/node/17054']
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	istmat РїС€РµРЅРёС†Р° 1985 Р РЎР¤РЎР  РљР°Р·Р°С…СЃС‚Р°РЅ РІР°Р»РѕРІРѕР№	['https://ru.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%BE%D0%B5_%D1%85%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%BE_%D0%A1%D0%A1%D0%A1%D0%A0', 'https://istmat.org/node/39984', 'https://istmat.org/node/511', 'https://istmat.org/node/17063', 'https://istmat.org/node/527', 'https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0_%D0%9A%D0%B0%D0%B7%D0%B0%D1%85%D1%81%D0%BA%D0%BE%D0%B9_%D0%A1%D0%A1%D0%A0', 'https://istmat.org/node/21356', 'https://www.atlasbig.com/countries-wheat-production', 'https://su90.ru/cereals.html', 'https://istmat.org/node/49288']
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	FAOSTAT USSR wheat 1985 production 78.1	['https://www.fao.org/faostat/', 'https://data.un.org/Data.aspx?d=FAO&f=itemCode:15', 'http://data.un.org/Data.aspx?q=USSR&d=FAO&f=itemCode:677%3BcountryCode:228', 'http://data.un.org/Data.aspx?q=USSR&d=FAO&f=itemCode:1656%3BcountryCode:228', 'https://www.fao.org/statistics/en', 'https://openknowledge.fao.org/bitstreams/d784864f-7f28-49d2-903e-6680d09a9d97/download', 'https://dsiweb.cse.msu.edu/index.php/time-series-analysis/faostat-indicators/', 'https://en.wikipedia.org/wiki/International_wheat_production_statistics', 'https://www.researchgate.net/figure/Agricultural-Production-Indices-former-USSR-and-the-world-1961100-Source-FAO-on-line_fig1_46471407', 'https://openknowledge.fao.org/bitstreams/df90e6cf-4178-4361-97d4-5154a9213877/download']
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	Poland wheat production 1913 million tonnes statistics	['https://en.wikipedia.org/wiki/Agriculture_in_Poland', 'https://www.indexmundi.com/agriculture/?country=pl&commodity=wheat&graph=production', 'https://www.fas.usda.gov/data/poland-grain-and-feed-update', 'https://www.world-grain.com/articles/19406-focus-on-poland', 'https://www.ibprs.pl/wp-content/uploads/2022/11/Wheat_crop_report_2022_Harvest.pdf', 'https://ec.europa.eu/eurostat/statistics-explained/index.php?title=Agricultural_production_-_crops&oldid=583740', 'https://www.statista.com/topics/11324/agriculture-in-poland/', 'https://en.wikipedia.org/wiki/International_wheat_production_statistics', 'https://www.ibprs.pl/wp-content/uploads/2023/11/Wheat_quality_report-_2023.pdf', 'https://notesfrompoland.com/2022/11/02/polands-grain-harvest-on-track-to-reach-record-says-stats-agency/']
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	"Alec Nove ""An Economic History of the USSR"" 1913 grain harvest 90.2 million tonnes"	['https://www.goodreads.com/author/show/165945.Alec_Nove', 'https://www.amazon.com/Economic-History-USSR-Alec-Nove/dp/0140139729', 'https://www.amazon.com/Economic-History-USSR-Pelican-books/dp/0140214038', 'https://books.google.com/books/about/An_Economic_History_of_the_USSR_1917_199.html?id=Z1a5AAAAIAAJ', 'https://www.goodreads.com/en/book/show/2189191', 'https://archive.org/details/economichistoryo0000nove', 'https://openlibrary.org/books/OL1527892M/An_economic_history_of_the_USSR_1917-1991', 'https://www.goodreads.com/author/list/165945.Alec_Nove', 'http://pinguet.free.fr/nove92.pdf', 'https://www.amazon.com/Economic-History-USSR-1917-1991-Economics/dp/0140157743']
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	Wheatcroft Davydov Tsarist statistics underestimated grain harvest 10 20 percent	"['https://www.as.wvu.edu/mtauger/Reply%20to%20Wheatcroft.htm', 'https://www.h-net.org/reviews/showrev.php?id=9524', 'https://networks.h-net.org/node/10000/reviews/10298/ohr-wheatcroft-challenging-traditional-views-russian-history', 'https://www.tandfonline.com/doi/full/10.1080/09546545.2024.2351236', 'https://www.ier.hit-u.ac.jp/rrc/English/pdf/RRC_WP_No67.pdf', ""https://www.researchgate.net/publication/232889148_Arguing_from_errors_On_certain_issues_in_Robert_Davies'_and_Stephen_Wheatcroft's_analysis_of_the_1932_Soviet_grain_harvest_and_the_Great_Soviet_famine_of_1931_-_1933"", 'https://www.tandfonline.com/doi/abs/10.1080/09668130600831282', 'https://www.sciencedirect.com/science/article/pii/S0014498398907069']"
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	"Russian Empire 1913 wheat production ""28 million"" OR ""27 million"" tonnes Polish provinces statistics"	['https://www.fastmarkets.com/insights/russian-wheat-harvest-28m-tonnes-collected-yields-down-4-5/', 'https://www.fastmarkets.com/insights/russian-wheat-crop-exceeds-100-million-tonnes/', 'https://www.world-grain.com/articles/7189-opinion-how-russia-became-first-in-wheat', 'https://wheatlife.org/ukraine-ag/', 'https://www.fastmarkets.com/insights/russia-posts-record-wheat-exports-for-2023-24/', 'https://openknowledge.fao.org/server/api/core/bitstreams/4fce6098-a3ba-4742-b8f4-685454a5d409/content']
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	Nakayama 1981 Russian agriculture grain production 86 million tonnes export 10.6 percent Hitotsubashi	"['https://www.ier.hit-u.ac.jp/rrc/English/pdf/RRC_WP_No67.pdf', 'https://link.springer.com/chapter/10.1007/978-981-13-8429-5_5', 'https://en.wikipedia.org/wiki/Russian_grain_exports', 'https://www.trade.gov/country-commercial-guides/russia-agribusiness', ""https://www.researchgate.net/publication/356172573_Chapter_2_Russia's_Development_as_a_Top_Player_in_World_Grain_Trade"", 'https://link.springer.com/chapter/10.1007/978-3-030-77451-6_3', 'https://ers.usda.gov/sites/default/files/_laserfiche/outlooks/39804/34899_whs13a01.pdf?v=67914', 'https://www.biorxiv.org/content/10.1101/2023.06.06.543866.full.pdf']"
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки).	"Alec Nove ""Economic History USSR"" 1913 grain harvest ""90.2"" OR ""90 million"" tonnes agriculture chapter"	['https://books.google.com/books/about/An_economic_history_of_the_U_S_S_R.html?id=s0qTAAAAIAAJ', 'https://warwick.ac.uk/fac/soc/economics/staff/mharrison/public/rgwr_postprint.pdf', 'https://www.amazon.com/Economic-History-USSR-Pelican-books/dp/0140214038', 'https://archive.org/details/economichistoryo0000nove', 'https://archive.org/details/economichistoryo00nove', 'https://www.marxists.org/archive/strauss/part6.htm', 'https://courses.lumenlearning.com/suny-hccc-worldhistory2/chapter/famine-and-oppression/', 'https://dc.etsu.edu/cgi/viewcontent.cgi?article=2667&context=etd']
What is the lifespan of Achatina Fulica in different conditions?	Achatina fulica lifespan wild captivity	['https://animaldiversity.org/accounts/Achatina_fulica/', 'https://www.iucngisd.org/gisd/species.php?sc=64', 'https://www.petsnails.co.uk/species/achatina-fulica.html', 'https://a-z-animals.com/animals/giant-african-land-snail/', 'https://bugpets.co.uk/jadatzi-giant-african-land-snail-achatina-fulica/', 'https://petsnails.fandom.com/wiki/Achatina_Fulica', 'https://www.biokids.umich.edu/critters/Achatina_fulica/', 'https://foliargarden.com/lifespan-of-snails-and-slugs/', 'https://www.columbia.edu/itc/cerc/danoff-burg/invasion_bio/inv_spp_summ/Achatina_fulica.htm']
What is the lifespan of Achatina Fulica in different conditions?	Giant African Snail lifespan years	['https://www.londonzoo.org/whats-here/animals/giant-african-land-snail', 'https://www.columbia.edu/itc/cerc/danoff-burg/invasion_bio/inv_spp_summ/Achatina_fulica.htm', 'https://animaldiversity.org/accounts/Achatina_fulica/', 'https://snail-world.com/african-giant-snail/', 'https://www.biokids.umich.edu/critters/Achatina_fulica/', 'https://internetreptile.com/blogs/care-sheets/giant-african-land-snail-care-sheet', 'https://a-z-animals.com/animals/giant-african-land-snail/', 'https://www.orkin.com/pests/snails-slugs/giant-african-snails', 'https://www.aphis.usda.gov/sites/default/files/act-gas.pdf']
What is the lifespan of Achatina Fulica in different conditions?	Achatina fulica aestivation dormancy survival temperature	['https://www.iucngisd.org/gisd/species.php?sc=64', 'https://www.iucngisd.org/gisd/pdf.php?sc=64', 'https://animaldiversity.org/accounts/Achatina_fulica/', 'https://www.researchgate.net/publication/299051557_Changes_in_proximate_constituents_and_the_fate_of_aestivating_Achatina_fulica_Bowdich', 'https://sta.uwi.edu/fst/lifesciences/sites/default/files/lifesciences/images/Achatina%20fulica-%20Giant%20African%20Snail.pdf', 'https://www.researchgate.net/publication/324116085_Effect_of_Temperature_and_Egg_Laying_Depths_on_Giant_African_Land_Snail_Gastropoda_Achatinidae_Viability', 'https://link.springer.com/article/10.1007/s12595-012-0041-4', 'https://bioone.org/journals/florida-entomologist/volume-101/issue-1/024.101.0130/Effect-of-Temperature-and-Egg-Laying-Depths-on-Giant-African/10.1653/024.101.0130.full', 'https://agric4profits.com/climatic-environmental-requirements-for-snails/']
What is the lifespan of Achatina Fulica in different conditions?	Achatina fulica optimal temperature humidity husbandry	['https://en.aqua-fish.net/articles/housing-achatina-fulica-east-african-land-snail', 'https://animaldiversity.org/accounts/Achatina_fulica/', 'https://www.iucngisd.org/gisd/species.php?sc=64', 'https://zooservice-osetia.ru/en/vodnye/ulitka-ahatina.html', 'https://www.rvc.ac.uk/Media/Default/Beaumont%20Sainsbury%20Animal%20Hospital/EXOTICS/Animal%20Care%20Factsheets/Giant%20african%20land%20snail%202023%20vb.pdf', 'https://amazinglandsnails.com/snailkeeping/', 'https://aquariumbreeder.com/giant-african-land-snails-detailed-guide-care-diet-and-breeding/', 'https://www.amentsoc.org/insects/caresheets/giant-african-land-snails.html', 'https://bantam.earth/giant-african-snail-lissachatina-fulica/']
What is the lifespan of Achatina Fulica in different conditions?	"""Achatina fulica"" calcium diet shell growth"	['https://www.sciencedirect.com/science/article/abs/pii/0300962991905873', 'https://scite.ai/reports/the-effect-of-dietary-calcium-PKxGPb', 'https://www.sciencedirect.com/science/article/abs/pii/074284139390105T', 'https://lrrd.cipav.org.co/lrrd15/5/eben155.htm', 'https://www.lrrd.org/lrrd17/10/otch17118.htm', 'https://exoticpethaven.com/giant-african-land-snail-diet/', 'https://www.scielo.sa.cr/scielo.php?script=sci_arttext&pid=S0034-77442008000100024', 'https://www.heraldopenaccess.us/openaccess/effects-of-dietary-level-of-calcium-on-body-proportion-and-nutritional-value-of-african-giant-snail-archachatina-marginata']
What is the lifespan of Achatina Fulica in different conditions?	"""Achatina fulica"" CABI lifespan biology factsheet"	['https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.2640', 'https://www.iucngisd.org/gisd/pdf.php?sc=64', 'https://www.nonnativespecies.org/assets/Document-repository/Lissachatina_fulica_UKOT_PP_Factsheet_2017_v1.pdf', 'https://sta.uwi.edu/fst/lifesciences/sites/default/files/lifesciences/images/Achatina%20fulica-%20Giant%20African%20Snail.pdf', 'https://animaldiversity.org/accounts/Achatina_fulica/', 'https://agriculture.gov.tt/wp-content/uploads/2017/11/8_Giant-African-snail-factsheet-technical-Flyer.pdf', 'https://wiki.bugwood.org/Achatina_fulica', 'https://www.researchgate.net/publication/269571014_First_record_of_the_invasive_land_snail_Achatina_Lissachatina_fulica_Bowdich_1822_Gastropoda_Achatinidae_vector_of_Angiostrongylus_cantonensis_Nematoda_Angiostrongylidae_in_Havana_Cuba', 'https://www.columbia.edu/itc/cerc/danoff-burg/invasion_bio/inv_spp_summ/Achatina_fulica.htm']
What is the lifespan of Achatina Fulica in different conditions?	"""Achatina fulica"" aestivation ""up to"" year survival without food"	['https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.2640', 'https://sta.uwi.edu/fst/lifesciences/sites/default/files/lifesciences/images/Achatina%20fulica-%20Giant%20African%20Snail.pdf', 'https://www.nonnativespecies.org/assets/PRA_Giant_African_snail_for_Cayman_Islands_ReviewApril.pdf', 'https://www.iucngisd.org/gisd/species.php?sc=64', 'https://animaldiversity.org/accounts/Achatina_fulica/', 'https://www.columbia.edu/itc/cerc/danoff-burg/invasion_bio/inv_spp_summ/Achatina_fulica.htm', 'https://snail-world.com/african-giant-snail/', 'https://en.aqua-fish.net/articles/housing-achatina-fulica-east-african-land-snail', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3305317/']
What is the lifespan of Achatina Fulica in different conditions?	Lissachatina fulica USDA APHIS lifespan factsheet	['https://agriculture.gov.tt/wp-content/uploads/2017/11/8_Giant-African-snail-factsheet-technical-Flyer.pdf', 'https://entnemdept.ufl.edu/media/entnemdeptifasufledu/florida-first-detection/images/presentations/Giant-African-Land-Snail_web.pdf', 'https://www.iucngisd.org/gisd/species.php?sc=64', 'https://animaldiversity.org/accounts/Achatina_fulica/', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4159197/', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6493767/']
What is the lifespan of Achatina Fulica in different conditions?	"""Achatina fulica"" oldest recorded lifespan captivity decade"	['https://a-z-animals.com/animals/giant-african-land-snail/', 'https://animaldiversity.org/accounts/Achatina_fulica/', 'https://www.iucngisd.org/gisd/species.php?sc=64', 'https://petsnails.fandom.com/wiki/Achatina_Fulica', 'https://foliargarden.com/lifespan-of-an-giant-african-snail/', 'https://iere.org/how-long-will-a-snail-live/', 'https://sta.uwi.edu/fst/lifesciences/sites/default/files/lifesciences/images/Achatina%20fulica-%20Giant%20African%20Snail.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4159197/', 'https://www.nonnativespecies.org/assets/Document-repository/Lissachatina_fulica_UKOT_PP_Factsheet_2017_v1.pdf', 'https://en.wikipedia.org/wiki/Lissachatina_fulica']
What is the lifespan of Achatina Fulica in different conditions?	"""Achatina fulica"" humidity relative humidity optimal range"	['https://animaldiversity.org/accounts/Achatina_fulica/', 'https://en.aqua-fish.net/articles/housing-achatina-fulica-east-african-land-snail', 'https://zooservice-osetia.ru/en/vodnye/ulitka-ahatina.html', 'https://aquariumbreeder.com/giant-african-land-snails-detailed-guide-care-diet-and-breeding/', 'https://www.amentsoc.org/insects/caresheets/giant-african-land-snails.html', 'https://petsnails.proboards.com/thread/7535/new-achatina-fulica-humidity', 'https://amazinglandsnails.com/snailkeeping/', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12649595/']
What is the lifespan of Achatina Fulica in different conditions?	"""Achatina fulica"" sunlight UV killed mortality"	['https://www.iucngisd.org/gisd/speciesname/Achatina+fulica', 'https://www.iucngisd.org/gisd/pdf.php?sc=64', 'https://animaldiversity.org/accounts/Achatina_fulica/', 'https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.2640', 'https://sta.uwi.edu/fst/lifesciences/sites/default/files/lifesciences/images/Achatina%20fulica-%20Giant%20African%20Snail.pdf', 'http://www.scielo.br/j/aib/a/sMycZkrb5ppg6LW7SkNXhwv/?lang=en', 'https://www.ctahr.hawaii.edu/oc/freepubs/pdf/MP-6.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12709114/', 'https://www.researchgate.net/publication/242289306_Achatina_fulica_Bowdich_and_Other_Achatinidae_as_Pests_in_Tropical_Agriculture']
What is the lifespan of Achatina Fulica in different conditions?	"Florida Entomologist 2018 ""Effect of Temperature and Egg Laying Depths"" Giant African Land Snail BioOne "	['https://www.thefreelibrary.com/Effect+of+temperature+and+egg+laying+depths+on+giant+African+land...-a0539390014', 'https://journals.flvc.org/flaent/article/view/105196', 'https://bioone.org/journals/florida-entomologist/volume-101/issue-1/024.101.0130/Effect-of-Temperature-and-Egg-Laying-Depths-on-Giant-African/10.1653/024.101.0130.full', 'https://www.researchgate.net/publication/324116085_Effect_of_Temperature_and_Egg_Laying_Depths_on_Giant_African_Land_Snail_Gastropoda_Achatinidae_Viability', 'https://journals.flvc.org/flaent/article/view/105196/101840', 'https://bioone.org/journals/Florida-Entomologist/volume-101/issue-1/024.101.0130/Effect-of-Temperature-and-Egg-Laying-Depths-on-Giant-African/10.1653/024.101.0130.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5115660/']
What is the lifespan of Achatina Fulica in different conditions?	"Achatina fulica lifespan ""9 years"" captivity Mead 1961"	['https://www.iucngisd.org/gisd/species.php?sc=64', 'https://www-iucngisd-org.translate.goog/gisd/species.php?sc=64', 'https://www.researchgate.net/publication/242289306_Achatina_fulica_Bowdich_and_Other_Achatinidae_as_Pests_in_Tropical_Agriculture', 'https://www.iucngisd.org/gisd/pdf.php?sc=64', 'https://sta.uwi.edu/fst/lifesciences/sites/default/files/lifesciences/images/Achatina%20fulica-%20Giant%20African%20Snail.pdf', 'https://fdlpestcontrol.com/pests/nuisance-pests/snails/giant-african-snail/', 'https://www.nonnativespecies.org/assets/Document-repository/Lissachatina_fulica_UKOT_PP_Factsheet_2017_v1.pdf', 'https://www.columbia.edu/itc/cerc/danoff-burg/invasion_bio/inv_spp_summ/Achatina_fulica.htm']
What is the lifespan of Achatina Fulica in different conditions?	"""Effect of Temperature and Egg Laying Depths"" ""Raut and Ghose"" optimum growth reproduction"	['https://bioone.org/journals/florida-entomologist/volume-101/issue-1/024.101.0130/Effect-of-Temperature-and-Egg-Laying-Depths-on-Giant-African/10.1653/024.101.0130.full', 'https://www.thefreelibrary.com/Effect+of+temperature+and+egg+laying+depths+on+giant+African+land...-a0539390014', 'https://www.researchgate.net/publication/324116085_Effect_of_Temperature_and_Egg_Laying_Depths_on_Giant_African_Land_Snail_Gastropoda_Achatinidae_Viability', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9136109/', 'https://www.frontiersin.org/journals/physiology/articles/10.3389/fphys.2022.899977/full', 'https://pmc.ncbi.nlm.nih.gov/articles/PMC9136109/']
What is the lifespan of Achatina Fulica in different conditions?	"""Sharma"" ""Dickens"" ""Raut"" ""Ghose"" 1984 ""optimum"" temperature Achatina fulica"	['https://bioone.org/journals/florida-entomologist/volume-101/issue-1/024.101.0130/Effect-of-Temperature-and-Egg-Laying-Depths-on-Giant-African/10.1653/024.101.0130.full', 'https://bioone.org/journals/pacific-science/volume-79/issue-1/79.1.1/Biology-and-Impacts-of-Pacific-Island-Invasive-Species-17-Lissachatina/10.2984/79.1.1.full', 'https://www.researchgate.net/publication/242289306_Achatina_fulica_Bowdich_and_Other_Achatinidae_as_Pests_in_Tropical_Agriculture', 'https://www.iucngisd.org/gisd/speciesname/Achatina+fulica', 'https://www.scielo.br/j/bjb/a/59ZpNBH7ww44SjYk9CLLKvM/?lang=en', 'https://link.springer.com/article/10.1007/s12595-010-0006-4', 'https://pmc.ncbi.nlm.nih.gov/articles/PMC5515731/', 'https://link.springer.com/article/10.1007/s12595-012-0041-4']
What is the lifespan of Achatina Fulica in different conditions?	Achatina fulica temperature mortality 2В°C 42В°C controlled study Florida Entomologist 2018	['https://bioone.org/journals/florida-entomologist/volume-101/issue-1/024.101.0130/Effect-of-Temperature-and-Egg-Laying-Depths-on-Giant-African/10.1653/024.101.0130.full', 'https://journals.flvc.org/flaent/article/view/105196', 'https://www.researchgate.net/publication/324116085_Effect_of_Temperature_and_Egg_Laying_Depths_on_Giant_African_Land_Snail_Gastropoda_Achatinidae_Viability', 'https://bioone.org/journals/florida-entomologist/volume-96/issue-2/024.096.0257/Mortality-to-the-Giant-African-Snail-Lissachatina-fulica-Gastropoda/10.1653/024.096.0257.pdf', 'https://www.iucngisd.org/gisd/species.php?sc=64', 'https://animaldiversity.org/accounts/Achatina_fulica/', 'https://www.iucngisd.org/gisd/pdf.php?sc=64', 'https://entnemdept.ufl.edu/hodges/ProtectUs/presentations/african_land_snail.pdf']
What is the lifespan of Achatina Fulica in different conditions?	"Achatina fulica aestivation dormancy duration ""three years"" OR ""3 years"" source citation"	['https://www.researchgate.net/publication/272456430_Effects_of_artificially_induced_aestivation_on_edible_tropical_land_snail_Achatina_achatina', 'https://en.wikipedia.org/wiki/Lissachatina_fulica', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4159197/', 'https://apfisn.org/wp-content/uploads/2018/07/Achatina-fulica_0.pdf', 'https://www.biorxiv.org/content/10.1101/588889.full.pdf']
