research_question	link	description	id	past_query
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://ilya-shpankov.livejournal.com/19995.html	Blog; no.	2194	РќР°СЂРѕРґРЅРѕРµ С…РѕР·СЏР№СЃС‚РІРѕ РЎРЎРЎР  1985 РїС€РµРЅРёС†Р° РІР°Р»РѕРІРѕР№ СЃР±РѕСЂ
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://www.gks.ru/bgd/regl/b15_11/IssWWW.exe/Stg/d02/16-15.htm	Rosstat data; gives 1985 grain yield for Russia (RSFSR) as 15.2 c/ha, but not USSR average.	2195	РќР°СЂРѕРґРЅРѕРµ С…РѕР·СЏР№СЃС‚РІРѕ РЎРЎРЎР  1985 РїС€РµРЅРёС†Р° РІР°Р»РѕРІРѕР№ СЃР±РѕСЂ
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://tvzvezda.ru/news/201704280957-vq2g.htm	News; no.	2196	РќР°СЂРѕРґРЅРѕРµ С…РѕР·СЏР№СЃС‚РІРѕ РЎРЎРЎР  1985 РїС€РµРЅРёС†Р° РІР°Р»РѕРІРѕР№ СЃР±РѕСЂ
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://su90.ru/agriculture.html	Similar to su90/cereals; provides same yield figures.	2197	РќР°СЂРѕРґРЅРѕРµ С…РѕР·СЏР№СЃС‚РІРѕ РЎРЎРЎР  1985 РїС€РµРЅРёС†Р° РІР°Р»РѕРІРѕР№ СЃР±РѕСЂ
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://margin.kz/news/10811/yrozhai-2022-valovoi-sbor-pshenitsy-v-kazahstane-prevysil-15-mln-tonn/	2022 data; not relevant.	2198	'РІР°Р»РѕРІРѕР№ СЃР±РѕСЂ РїС€РµРЅРёС†С‹' 1985 Р РЎР¤РЎР  РЈРЎРЎР  РљР°Р·Р°С…СЃС‚Р°РЅ
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://sashen78.livejournal.com/21753.html	Blog; mentions 1985 wheat production 78.1 million, but no yield.	2199	'78,1' OR '78.1' РїС€РµРЅРёС†Р° 1985 РЎРЎРЎР  РјР»РЅ
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://news.rambler.ru/other/39571753-pochemu-sssr-zakupal-zerno-za-granitsey/	Article; no yield.	2200	'78,1' OR '78.1' РїС€РµРЅРёС†Р° 1985 РЎРЎРЎР  РјР»РЅ
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://agro.club/tpost/h2r0g45ci1-rossiya-veduschii-mirovoi-eksporter-zern	Modern; no.	2201	'78,1' OR '78.1' РїС€РµРЅРёС†Р° 1985 РЎРЎРЎР  РјР»РЅ
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://www.stoletie.ru/territoriya_istorii/zernovoj_diktat_725.htm	No yield.	2202	'78,1' OR '78.1' РїС€РµРЅРёС†Р° 1985 РЎРЎРЎР  РјР»РЅ
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://enc.cap.ru/?t=publ&lnk=875	Chuvash encyclopedia; gives 1913 wheat yield 7 c/ha.	2203	'Р°РјР±Р°СЂРЅС‹Р№ РІРµСЃ' РїС€РµРЅРёС†Р° 1985 РЎРЎРЎР  РґРѕСЂР°Р±РѕС‚РєРё
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://istmat.org/node/21358	Historical data; 1985 wheat production 78.1 million, but not yield.	2204	'Р°РјР±Р°СЂРЅС‹Р№ РІРµСЃ' РїС€РµРЅРёС†Р° 1985 РЎРЎРЎР  РґРѕСЂР°Р±РѕС‚РєРё
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://rosstat.gov.ru/bgd/regl/b02_38/IssWWW.exe/Stg/d010/i010540r.htm	Rosstat; gives 1985 RSFSR wheat yield 15.2 c/ha.	2205	'Р°РјР±Р°СЂРЅС‹Р№ РІРµСЃ' РїС€РµРЅРёС†Р° 1985 РЎРЎРЎР  РґРѕСЂР°Р±РѕС‚РєРё
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	https://rosstat.gov.ru/bgd/regl/b12_13/IssWWW.exe/Stg/d3/14-18.htm	Rosstat; similar.	2206	'Р°РјР±Р°СЂРЅС‹Р№ РІРµСЃ' РїС€РµРЅРёС†Р° 1985 РЎРЎРЎР  РґРѕСЂР°Р±РѕС‚РєРё
Какова была урожайность пшеницы в Российской империи в 1913 году и в Советском Союзе в 1985 году? Для СССР в 1985 году укажите урожайность пшеницы в весе после доработки. В каких республиках Советского Союза урожайность зерновых (включая зернобобовые) была самой высокой? Перечислите 3 республики СССР с наибольшей урожайностью зерновых на 1985 год (включая зернобобовые, в весе после доработки)	http://istmat.info/node/17054	Historical statistics; provides 1913 wheat yield 7 c/ha and 1985 USSR wheat yield 18.5 c/ha.	2216	'РќР°СЂРѕРґРЅРѕРµ С…РѕР·СЏР№СЃС‚РІРѕ РЎРЎРЎР  РІ 1985' РїС€РµРЅРёС†Р° СЃРѕСЋР·РЅС‹Рµ СЂРµСЃРїСѓР±Р»РёРєРё
What is the lifespan of Achatina Fulica in different conditions?	https://a-z-animals.com/animals/giant-african-land-snail/	[FULL] The Giant African Land Snail (Achatina fulica) is a large air-breathing terrestrial snail native to East Africa. It is capable of aestivation during dry or cool conditions by retracting into its shell and sealing the aperture with an epiphragm, which aids survival and contributes to its invasive spread. The page provides extensive physical and behavioral descriptions but does not specify lifespan figures.	2263	Achatina fulica lifespan wild captivity
What is the lifespan of Achatina Fulica in different conditions?	https://agric4profits.com/climatic-environmental-requirements-for-snails/	[FULL] The article discusses the climatic and environmental requirements for snails, including Giant African Land Snails. It states that snails perform best in stable environments without extreme swings. When humidity falls or temperatures rise too sharply, snails withdraw into their shells and seal the opening with a calcareous cover to reduce water loss, which slows productive farm activity. The article emphasizes that dormancy wastes growing time, but does not provide specific lifespan data for Achatina fulica under different conditions.	2264	Achatina fulica aestivation dormancy survival temperature
What is the lifespan of Achatina Fulica in different conditions?	https://agriculture.gov.tt/wp-content/uploads/2017/11/8_Giant-African-snail-factsheet-technical-Flyer.pdf	[FULL] This factsheet from the Government of Trinidad and Tobago describes Achatina fulica as a notifiable pest. It notes that the snail can weigh up to 1kg and its shell can reach 20 cm in length. The ecology section states that it is very adaptable and can be found as far north as 30° latitude, with temperature (minimum 34°), moisture, and availability of calcium restricting its range. It prefers areas rich in calcium carbonate, is nocturnal, and avoids direct sunlight. The document does not provide specific lifespan data.	2265	'Achatina fulica' CABI lifespan biology factsheet
What is the lifespan of Achatina Fulica in different conditions?	https://amazinglandsnails.com/snailkeeping/	[SNIPPET] This snailkeeping guide provides care parameters for various snail species. For Lissachatina Fulica (which includes Achatina fulica), it recommends a daytime temperature of 24-26°C, nighttime temperature of 21-23°C, and humidity of 80%. No lifespan information is provided.	2266	Achatina fulica optimal temperature humidity husbandry
What is the lifespan of Achatina Fulica in different conditions?	https://animaldiversity.org/accounts/Achatina_fulica/	[FULL] The Animal Diversity Web account for Achatina fulica states that the species prefers temperatures between nine degrees Celsius and twenty-nine degrees Celsius. It can survive less ideal conditions, such as two degrees Celsius by hibernation and thirty degrees Celsius by aestivation. The snails need temperatures above freezing and preferably high humidity to thrive best. They have adapted to dry and cooler areas by hibernating in soft soil during unfavorable weather. The page does not provide specific lifespan figures.	2267	'Achatina fulica' humidity relative humidity optimal range
What is the lifespan of Achatina Fulica in different conditions?	https://aquariumbreeder.com/giant-african-land-snails-detailed-guide-care-diet-and-breeding/	[FULL] This detailed care guide for Giant African Land Snails (Achatina fulica) provides a lifespan of up to 9 years. It lists optimal temperature as 20-25°C and humidity as 60-80%. It also describes that during extreme conditions, the snail seals its shell for months.	2269	'Achatina fulica' humidity relative humidity optimal range
What is the lifespan of Achatina Fulica in different conditions?	https://bantam.earth/giant-african-snail-lissachatina-fulica/	[FULL] This care guide states that the average lifespan of a Lissachatina fulica can span over many years. It mentions that they can breed quickly, laying an average of 200 eggs per year. The guide describes their habitat preferences and diet but does not provide specific temperature or humidity ranges for husbandry.	2270	Achatina fulica optimal temperature humidity husbandry
What is the lifespan of Achatina Fulica in different conditions?	https://bioone.org/journals/florida-entomologist/volume-101/issue-1/024.101.0130/Effect-of-Temperature-and-Egg-Laying-Depths-on-Giant-African/10.1653/024.101.0130.full	Study on temperature effects: eggs fail to hatch at 10°C and 35°C; optimal hatching at 25°C. Adult mortality increases at extremes. Raut and Ghose (1984) cited for optimum temperature.	2271	Achatina fulica temperature mortality 2В°C 42В°C controlled study Florida Entomologist 2018
What is the lifespan of Achatina Fulica in different conditions?	https://bioone.org/journals/Florida-Entomologist/volume-101/issue-1/024.101.0130/Effect-of-Temperature-and-Egg-Laying-Depths-on-Giant-African/10.1653/024.101.0130.pdf	Same as above: temperature extremes affect viability; optimal egg laying depth ~5 cm.	2273	Florida Entomologist 2018 'Effect of Temperature and Egg Laying Depths' Giant African Land Snail BioOne 
What is the lifespan of Achatina Fulica in different conditions?	https://bugpets.co.uk/jadatzi-giant-african-land-snail-achatina-fulica/	[FULL] This product page for the Jadatzi morph of Achatina fulica states that the species has a relatively long lifespan for invertebrates, with an average of 5 to 10 years. In some cases, they have been known to live up to 15 years or more in captivity. They mature within a year.	2276	Achatina fulica lifespan wild captivity
What is the lifespan of Achatina Fulica in different conditions?	https://en.aqua-fish.net/articles/housing-achatina-fulica-east-african-land-snail	[FULL] This housing article for Achatina fulica mentions that they can live for up to 5-6 years of age. No specific temperature or humidity ranges are provided in the visible text, but the page describes them as easy to care for and hardy.	2277	Achatina fulica optimal temperature humidity husbandry
What is the lifespan of Achatina Fulica in different conditions?	https://en.wikipedia.org/wiki/Lissachatina_fulica	[FULL] The Wikipedia article on Lissachatina fulica (giant African land snail) provides extensive information on its taxonomy, distribution, and ecology. It describes the snail as a significant invasive pest and a vector for plant pathogens. The article does not contain specific lifespan data.	2278	Achatina fulica aestivation dormancy duration 'three years' OR '3 years' source citation
What is the lifespan of Achatina Fulica in different conditions?	https://entnemdept.ufl.edu/media/entnemdeptifasufledu/florida-first-detection/images/presentations/Giant-African-Land-Snail_web.pdf	[FULL] This presentation from the University of Florida provides an overview of the Giant African Land Snail. It states that the snail can remain inactive in soil for a year during unfavorable conditions. No specific lifespan is mentioned, but it notes they can store sperm for up to 2 years.	2280	Lissachatina fulica USDA APHIS lifespan factsheet
What is the lifespan of Achatina Fulica in different conditions?	https://exoticpethaven.com/giant-african-land-snail-diet/	[FULL] This diet guide for the Giant African Land Snail states that the lifespan is 3-5 years. It emphasizes the importance of calcium for shell health and growth. No other specific lifespan or condition data are provided.	2281	'Achatina fulica' calcium diet shell growth
What is the lifespan of Achatina Fulica in different conditions?	https://fdlpestcontrol.com/pests/nuisance-pests/snails/giant-african-snail/	[FULL] This pest control page states that the normal lifespan of the giant African snail is about 3-5 years, but some may live as long as 9 years. It also notes that they reach sexual maturity in less than a year and can lay up to 500 eggs in their second year.	2282	Achatina fulica lifespan '9 years' captivity Mead 1961
What is the lifespan of Achatina Fulica in different conditions?	https://foliargarden.com/lifespan-of-an-giant-african-snail/	[FULL] This page states that the Giant African Snail (Achatina fulica) has a lifespan of up to 9-10 years. It mentions that in captivity, they live an average of 3-5 years but can potentially live up to 10 years with proper care. The page also discusses factors that can kill them, such as changes in temperature or humidity.	2283	'Achatina fulica' oldest recorded lifespan captivity decade
What is the lifespan of Achatina Fulica in different conditions?	https://foliargarden.com/lifespan-of-snails-and-slugs/	[FULL] This general article on the lifespan of snails and slugs mentions that on average, slugs and snails have a lifespan of up to 5 years in the wild, though some species may survive for as many as 10 years. In captivity, they can live even longer if given proper care. It does not specifically refer to Achatina fulica.	2284	Achatina fulica lifespan wild captivity
What is the lifespan of Achatina Fulica in different conditions?	https://iere.org/how-long-will-a-snail-live/	Achatina fulica lifespan: 3-5 years in wild, up to 10 years in captivity.	2285	'Achatina fulica' oldest recorded lifespan captivity decade
What is the lifespan of Achatina Fulica in different conditions?	https://internetreptile.com/blogs/care-sheets/giant-african-land-snail-care-sheet	[FULL] This care sheet for Giant African Land Snails (Achatina fulica) states they have a typical lifespan of 5-7 years. It recommends temperatures between 20-25°C. It also notes that they can reach 12 cm or more in shell length.	2286	Giant African Snail lifespan years
What is the lifespan of Achatina Fulica in different conditions?	https://journals.flvc.org/flaent/article/view/105196	[FULL] The abstract of this Florida Entomologist article states that a study was conducted to determine the upper and lower temperatures that the giant African land snail can tolerate. The researchers observed 100% mortality at 2 °C and at 42 °C. The study also found that hatching snails could dig through at least 81 cm of soil. The authors are Shweta Sharma and Katrina Dickens from the Florida Department of Agriculture.	2287	'Effect of Temperature and Egg Laying Depths on Giant African Land Snail' Florida Entomologist 2018 authors
What is the lifespan of Achatina Fulica in different conditions?	https://journals.flvc.org/flaent/article/view/105196/101840	Supplementary material for the same article; confirms data.	2288	'Effect of Temperature and Egg Laying Depths on Giant African Land Snail' Florida Entomologist 2018 authors
What is the lifespan of Achatina Fulica in different conditions?	https://link.springer.com/article/10.1007/s12595-012-0041-4	[SNIPPET] The abstract of this research article details the consequences of aestivation in Achatina fulica from Calcutta, India. Under laboratory conditions, aestivating snails experienced a 50.33% reduction in body weight, an 85% reduction in heart rate, an 83% reduction in oxygen consumption, a 50% reduction in blood sugar, and increases in Ca++ and Mg++ ions and haemolymph protein. The effects were less severe in the field due to occasional showers interrupting aestivation. The extent of effects was influenced by the snail's body water content.	2290	Achatina fulica aestivation dormancy survival temperature
What is the lifespan of Achatina Fulica in different conditions?	https://lrrd.cipav.org.co/lrrd15/5/eben155.htm	[FULL] This study focuses on dietary calcium supplementation for Archachatina marginata, not Achatina fulica. It does not provide lifespan information for Achatina fulica. The study examines the effects of different calcium sources on weight gain in Archachatina marginata hatchlings.	2291	'Achatina fulica' calcium diet shell growth
What is the lifespan of Achatina Fulica in different conditions?	https://petsnails.fandom.com/wiki/Achatina_Fulica	[FULL] This wiki page states that life expectancy for Achatina fulica is commonly five or six years in captivity, but the snails may live for up to ten years. It also mentions that adult size is reached in about six months, after which growth slows but does not ever cease.	2292	'Achatina fulica' oldest recorded lifespan captivity decade
What is the lifespan of Achatina Fulica in different conditions?	https://petsnails.proboards.com/thread/7535/new-achatina-fulica-humidity	Humidity below 60% triggers aestivation. Optimal humidity 80-90% for active growth.	2293	'Achatina fulica' humidity relative humidity optimal range
What is the lifespan of Achatina Fulica in different conditions?	https://pmc.ncbi.nlm.nih.gov/articles/PMC9136109/	[FULL] This article is about incubation temperature and lighting in chickens, not Achatina fulica. It does not provide any lifespan information for the snail. The study focuses on embryo development and post-hatch growth in chickens.	2295	'Effect of Temperature and Egg Laying Depths' 'Raut and Ghose' optimum growth reproduction
What is the lifespan of Achatina Fulica in different conditions?	https://scite.ai/reports/the-effect-of-dietary-calcium-PKxGPb	[SNIPPET] This page references a 1991 study on the effect of dietary calcium on growth, shell thickness, and tissue calcium distribution in Achatina fulica. It does not provide lifespan data, only a citation for the study.	2296	'Achatina fulica' calcium diet shell growth
What is the lifespan of Achatina Fulica in different conditions?	https://snail-world.com/african-giant-snail/	[FULL] This page states that the Giant African Land Snail has an average lifespan of about 5-7 years. When they have enough food and satisfactory weather, they tend to live much longer, with some known to live up to 10 years. No specific condition details beyond food and weather are provided.	2297	Giant African Snail lifespan years
What is the lifespan of Achatina Fulica in different conditions?	https://sta.uwi.edu/fst/lifesciences/sites/default/files/lifesciences/images/Achatina%20fulica-%20Giant%20African%20Snail.pdf	Lifespan up to 9 years. Aestivation during dry season; can survive up to 1 year without food. Optimal temperature 25-28°C, humidity 80-90%.	2298	'Achatina fulica' aestivation 'up to' year survival without food
What is the lifespan of Achatina Fulica in different conditions?	https://wiki.bugwood.org/Achatina_fulica	Lifespan 3-5 years in wild, up to 9 years in captivity. CABI compendium cites lifespan of 5-9 years.	2299	'Achatina fulica' CABI lifespan biology factsheet
What is the lifespan of Achatina Fulica in different conditions?	https://www.amentsoc.org/insects/caresheets/giant-african-land-snails.html	[FULL] This caresheet for Giant African Land Snails (Achatina fulica) recommends keeping them at a temperature of 20-25°C and a relative humidity of 70-80%. It notes that snails can live for several years and grow up to 20cm in length. The sheet advises that if conditions are not correct, snails may seal the aperture of their shell and wait for conditions to improve.	2301	Achatina fulica optimal temperature humidity husbandry
What is the lifespan of Achatina Fulica in different conditions?	https://www.aphis.usda.gov/sites/default/files/act-gas.pdf	[FULL] This USDA activity sheet states that the average lifespan of a Giant African Snail is 3 years. It also notes that it hatches 100 eggs every 3 months. No other lifespan or condition data are provided.	2302	Giant African Snail lifespan years
What is the lifespan of Achatina Fulica in different conditions?	https://www.biokids.umich.edu/critters/Achatina_fulica/	[FULL] This page describes the giant African snail's physical characteristics, including a length of up to 30 cm and weight of up to 32 grams. It mentions the snail's native range in East Africa and its spread to other countries through human transport. The page does not provide specific lifespan data.	2303	Achatina fulica lifespan wild captivity
What is the lifespan of Achatina Fulica in different conditions?	https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.2640	CABI Invasive Species Compendium: lifespan 5-9 years. Aestivation up to 3 years. Optimal temperature 25-30°C, relative humidity 80-95%.	2305	'Achatina fulica' sunlight UV killed mortality
What is the lifespan of Achatina Fulica in different conditions?	https://www.columbia.edu/itc/cerc/danoff-burg/invasion_bio/inv_spp_summ/Achatina_fulica.htm	[FULL] This introduced species summary states that the Giant African Snail's lifespan lasts about 3 to 5 years, however some may live as long as 9 years. It also notes that they can hibernate 10 to 15 cm deep in soft soil during less favorable conditions for up to one year.	2306	Giant African Snail lifespan years
What is the lifespan of Achatina Fulica in different conditions?	https://www.ctahr.hawaii.edu/oc/freepubs/pdf/MP-6.pdf	[FULL] This PDF from the University of Hawaii mentions that giant African snails may live up to 5 years, yielding a total of up to 1,000 eggs. It does not provide specific lifespan data for different conditions, but notes that eggs hatch at temperatures above 15°C and snails mature in 6 to 12 months.	2307	'Achatina fulica' sunlight UV killed mortality
What is the lifespan of Achatina Fulica in different conditions?	https://www.frontiersin.org/journals/physiology/articles/10.3389/fphys.2022.899977/full	[FULL] This article is about incubation temperature and lighting in chickens, not Achatina fulica. It does not provide any lifespan information for the snail. The study focuses on embryo development and post-hatch growth in chickens.	2308	'Effect of Temperature and Egg Laying Depths' 'Raut and Ghose' optimum growth reproduction
What is the lifespan of Achatina Fulica in different conditions?	https://www.heraldopenaccess.us/openaccess/effects-of-dietary-level-of-calcium-on-body-proportion-and-nutritional-value-of-african-giant-snail-archachatina-marginata	[FULL] This study focuses on the effects of dietary calcium on Archachatina marginata, not Achatina fulica. It does not provide lifespan information for Achatina fulica. The study examines meat yield and nutritional value.	2309	'Achatina fulica' calcium diet shell growth
What is the lifespan of Achatina Fulica in different conditions?	https://www.iucngisd.org/gisd/pdf.php?sc=64	[FULL] This GISD species profile for Achatina fulica states that the lifespan can be up to 9 years, with 5-6 years being the norm (Mead 1961) (Raut and Barker 2002). It also notes that eggs hatch in a few hours to 17 days and snails mature at around 5 to 15 months, depending on temperature.	2310	Achatina fulica temperature mortality 2В°C 42В°C controlled study Florida Entomologist 2018
What is the lifespan of Achatina Fulica in different conditions?	https://www.iucngisd.org/gisd/species.php?sc=64	[FULL] The GISD species profile for Achatina fulica states that the lifespan can be up to 9 years, with 5-6 years being the norm (Mead 1961; Raut and Barker 2002). It also notes that snails mature at around 5 to 15 months, depending on temperature, with cold winter temperatures inducing hibernation and delaying sexual maturity.	2311	'Achatina fulica' oldest recorded lifespan captivity decade
What is the lifespan of Achatina Fulica in different conditions?	https://www.iucngisd.org/gisd/speciesname/Achatina+fulica	[FULL] This GISD species profile for Achatina fulica states that the lifespan can be up to 9 years, with 5-6 years being the norm (Mead 1961; Raut and Barker 2002). It also notes that snails mature at around 5 to 15 months, depending on temperature, with cold winter temperatures inducing hibernation and delaying sexual maturity.	2312	'Achatina fulica' sunlight UV killed mortality
What is the lifespan of Achatina Fulica in different conditions?	https://www-iucngisd-org.translate.goog/gisd/species.php?sc=64	Translated GISD entry: lifespan 5-9 years; Mead (1961) cited 9 years.	2313	Achatina fulica lifespan '9 years' captivity Mead 1961
What is the lifespan of Achatina Fulica in different conditions?	https://www.londonzoo.org/whats-here/animals/giant-african-land-snail	[FULL] This London Zoo page for the giant African land snail (Achatina achatina) states that the lifespan is about 5-7 years. It does not provide specific data for Achatina fulica, but notes that they can produce 1200 eggs a year and have a shell growing to over 20cm.	2314	Giant African Snail lifespan years
What is the lifespan of Achatina Fulica in different conditions?	https://www.lrrd.org/lrrd17/10/otch17118.htm	[FULL] This study examines the effects of diet quality and dietary calcium on reproduction performance in Achatina fulica. It does not provide lifespan data. The study found that sexual maturity is achieved at two months and first laying at three months with 6.82% dietary calcium.	2315	'Achatina fulica' calcium diet shell growth
What is the lifespan of Achatina Fulica in different conditions?	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12649595/	[FULL] This study examines the effects of macronutrients in different plant species on the food choice and growth performance of Achatina fulica. It does not provide lifespan data. It identifies optimal nutritional intake ranges and growth performance correlations.	2316	'Achatina fulica' humidity relative humidity optimal range
What is the lifespan of Achatina Fulica in different conditions?	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12709114/	[FULL] This article is a systematic review of epidemiological studies on sunlight exposure and mortality in humans, not Achatina fulica. It does not provide any lifespan information for the snail.	2317	'Achatina fulica' sunlight UV killed mortality
What is the lifespan of Achatina Fulica in different conditions?	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3305317/	[FULL] This study focuses on gut bacterial communities in Achatina fulica and their modification by diet. It does not provide lifespan data. It describes the snail as a highly adaptable species that can modify its gut microbiota to suit local conditions.	2318	'Achatina fulica' aestivation 'up to' year survival without food
What is the lifespan of Achatina Fulica in different conditions?	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4159197/	[FULL] This article focuses on the genetic diversity of Achatina fulica populations. It discusses the snail's spread across the tropics, its status as a crop pest, and its role as an intermediate host for the rat lungworm. The study evaluates 560 individuals from 39 global populations using mitochondrial 16S rRNA gene analysis. It does not provide specific lifespan data.	2319	'Achatina fulica' oldest recorded lifespan captivity decade
What is the lifespan of Achatina Fulica in different conditions?	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5115660/	[FULL] This study examines the reproductive ecology of the Giant African Snail in South Florida. It does not provide explicit lifespan data, but discusses population dynamics and the effects of control measures. It notes that more snails were collected in weeks with high humidity and more gravid snails when temperature was higher.	2320	Florida Entomologist 2018 'Effect of Temperature and Egg Laying Depths' Giant African Land Snail BioOne 
What is the lifespan of Achatina Fulica in different conditions?	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6493767/	[FULL] This study assesses the prevalence of metastrongyloid larvae in Lissachatina fulica populations in Colombia. It does not provide lifespan data. It focuses on the snail's role as an intermediate host for various lungworm parasites.	2321	Lissachatina fulica USDA APHIS lifespan factsheet
What is the lifespan of Achatina Fulica in different conditions?	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9136109/	[FULL] This article is about incubation temperature and lighting in chickens, not Achatina fulica. It does not provide any lifespan information for the snail.	2322	'Effect of Temperature and Egg Laying Depths' 'Raut and Ghose' optimum growth reproduction
What is the lifespan of Achatina Fulica in different conditions?	https://www.nonnativespecies.org/assets/Document-repository/Lissachatina_fulica_UKOT_PP_Factsheet_2017_v1.pdf	[FULL] This UKOT plant pest fact sheet for Lissachatina fulica does not provide specific lifespan data. It describes the snail as a major plant pest native to East Africa, with the ability to aestivate in cooler conditions. It mentions that it is classified as one of the world's top 100 invasive species.	2323	'Achatina fulica' CABI lifespan biology factsheet
What is the lifespan of Achatina Fulica in different conditions?	https://www.nonnativespecies.org/assets/PRA_Giant_African_snail_for_Cayman_Islands_ReviewApril.pdf	[FULL] This Pest Risk Analysis for the Cayman Islands discusses Achatina fulica. It does not provide specific lifespan data. It notes that the species can spread quickly upon arrival (5-25 years until all suitable habitats are colonised) and has a demonstrated large impact.	2324	'Achatina fulica' aestivation 'up to' year survival without food
What is the lifespan of Achatina Fulica in different conditions?	https://www.orkin.com/pests/snails-slugs/giant-african-snails	[FULL] This Orkin pest control page states that the typical life span of the giant African snail is three to five years, but they have been known to live as long as nine years. It also notes that they are hermaphrodites, can lay up to 100 eggs in the first year and up to 500 in the second, and reach adult size after six months.	2325	Giant African Snail lifespan years
