	research_question	link	description	id	past_query
2373	Как был построен Череповецкий Кремль? Кто его архитектор?	https://aven-maf.ru/igrovye-ploshchadki/igrovye-kompleksy/g-25-kreml/	Игровой комплекс 'Кремль', не исторический.	2373	Р§РµСЂРµРїРѕРІРµС†РєРёР№ РљСЂРµРјР»СЊ СЂР°Р·РІР»РµРєР°С‚РµР»СЊРЅС‹Р№ РєРѕРјРїР»РµРєСЃ
2374	Как был построен Череповецкий Кремль? Кто его архитектор?	https://xn--80aalbaga6adhf4al6c0fwe.xn--p1ai/product/detskiy-igrovoy-kompleks-kreml/	Детский игровой комплекс 'Кремль', не относится.	2374	Р§РµСЂРµРїРѕРІРµС†РєРёР№ РљСЂРµРјР»СЊ СЂР°Р·РІР»РµРєР°С‚РµР»СЊРЅС‹Р№ РєРѕРјРїР»РµРєСЃ
2375	Как был построен Череповецкий Кремль? Кто его архитектор?	https://gid.cherinfo.ru/razvlekatelnie-zentri	Список развлекательных центров Череповца, нет кремля.	2375	Р§РµСЂРµРїРѕРІРµС†РєРёР№ РљСЂРµРјР»СЊ СЂР°Р·РІР»РµРєР°С‚РµР»СЊРЅС‹Р№ РєРѕРјРїР»РµРєСЃ
2376	Как был построен Череповецкий Кремль? Кто его архитектор?	https://newsukraine.rbc.ua/news/moscow-hit-by-fire-at-complex-izmailovo-kremlin-1778624584.html	Новость о пожаре в Измайловском Кремле (Москва), не относится.	2376	Р§РµСЂРµРїРѕРІРµС†РєРёР№ РљСЂРµРјР»СЊ СЂР°Р·РІР»РµРєР°С‚РµР»СЊРЅС‹Р№ РєРѕРјРїР»РµРєСЃ
2377	Как был построен Череповецкий Кремль? Кто его архитектор?	https://21vek-pro.ru/igrovye-kompleksy/tematicheskie-kompleksy/igrovoy-kompleks-kreml/	Игровой комплекс 'Кремль', не имеет отношения.	2377	Р§РµСЂРµРїРѕРІРµС†РєРёР№ РљСЂРµРјР»СЊ СЂР°Р·РІР»РµРєР°С‚РµР»СЊРЅС‹Р№ РєРѕРјРїР»РµРєСЃ
2378	Как был построен Череповецкий Кремль? Кто его архитектор?	https://experience.tripster.ru/sights/moskovskij-kreml/	Московский Кремль, не связан.	2378	"""Р§РµСЂРµРїРѕРІРµС†РєРёР№ РєСЂРµРјР»СЊ"" РґРµСЂРµРІСЏРЅРЅС‹Р№ РїРѕСЃС‚СЂРѕРµРЅ"
2379	Как был построен Череповецкий Кремль? Кто его архитектор?	https://uchi.ru/otvety/questions/pri-kakom-knyaze-postroen-derevyanniy-kreml-v-moskve-kogda-on-pravil	Вопрос о деревянном Московском Кремле, не относится.	2379	"""Р§РµСЂРµРїРѕРІРµС†РєРёР№ РєСЂРµРјР»СЊ"" РґРµСЂРµРІСЏРЅРЅС‹Р№ РїРѕСЃС‚СЂРѕРµРЅ"
2380	Как был построен Череповецкий Кремль? Кто его архитектор?	https://boris-martem.livejournal.com/11093.html	Статья о Московском Кремле, не связана.	2380	"""Р§РµСЂРµРїРѕРІРµС†РєРёР№ РєСЂРµРјР»СЊ"" РґРµСЂРµРІСЏРЅРЅС‹Р№ РїРѕСЃС‚СЂРѕРµРЅ"
2381	Как был построен Череповецкий Кремль? Кто его архитектор?	https://liveinmsk.ru/places/parki-i-usadby/kreml	Московский Кремль.	2381	"""Р§РµСЂРµРїРѕРІРµС†РєРёР№ РєСЂРµРјР»СЊ"" РґРµСЂРµРІСЏРЅРЅС‹Р№ РїРѕСЃС‚СЂРѕРµРЅ"
2382	Как был построен Череповецкий Кремль? Кто его архитектор?	https://happy-galla.ru/kuda-poyti/istoriya-moskovskogo-kremlya	История Московского Кремля.	2382	"""Р§РµСЂРµРїРѕРІРµС†РєРёР№ РєСЂРµРјР»СЊ"" РґРµСЂРµРІСЏРЅРЅС‹Р№ РїРѕСЃС‚СЂРѕРµРЅ"
2383	Как был построен Череповецкий Кремль? Кто его архитектор?	https://www.delfin-tour.ru/poi/landmark/moskovskiy_kreml	Московский Кремль.	2383	"""Р§РµСЂРµРїРѕРІРµС†РєРёР№ РєСЂРµРјР»СЊ"" РґРµСЂРµРІСЏРЅРЅС‹Р№ РїРѕСЃС‚СЂРѕРµРЅ"
2384	Как был построен Череповецкий Кремль? Кто его архитектор?	https://www.pnp.ru/social/dubovye-steny-moskovskogo-kremlya-zalozhili-pochti-sem-vekov-nazad.html	Московский Кремль.	2384	"""Р§РµСЂРµРїРѕРІРµС†РєРёР№ РєСЂРµРјР»СЊ"" РґРµСЂРµРІСЏРЅРЅС‹Р№ РїРѕСЃС‚СЂРѕРµРЅ"
2385	Как был построен Череповецкий Кремль? Кто его архитектор?	https://maximahotels.ru/blog/legendy-moskovskogo-kremlya/	Московский Кремль.	2385	"""Р§РµСЂРµРїРѕРІРµС†РєРёР№ РєСЂРµРјР»СЊ"" РґРµСЂРµРІСЏРЅРЅС‹Р№ РїРѕСЃС‚СЂРѕРµРЅ"
2386	Как был построен Череповецкий Кремль? Кто его архитектор?	https://www.cherkray.ru/?page=%D0%9F%D0%B0%D1%80%D0%BA-%D0%BA%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D1%8B-%D0%B8-%D0%BE%D1%82%D0%B4%D1%8B%D1%85%D0%B0	Информация о парке культуры и отдыха в Череповце, не о кремле.	2386	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ Р°С‚С‚СЂР°РєС†РёРѕРЅ РїР°СЂРє РєРѕРіРґР° РїРѕСЃС‚СЂРѕРµРЅ
2387	Как был построен Череповецкий Кремль? Кто его архитектор?	https://gid.cherinfo.ru/parki	Список парков Череповца, без кремля.	2387	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ Р°С‚С‚СЂР°РєС†РёРѕРЅ РїР°СЂРє РєРѕРіРґР° РїРѕСЃС‚СЂРѕРµРЅ
2388	Как был построен Череповецкий Кремль? Кто его архитектор?	http://edinenie35.ru/index.php/park-kio	Парк КИО в Череповце, не относится.	2388	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ Р°С‚С‚СЂР°РєС†РёРѕРЅ РїР°СЂРє РєРѕРіРґР° РїРѕСЃС‚СЂРѕРµРЅ
2389	Как был построен Череповецкий Кремль? Кто его архитектор?	https://2gis.ru/cherepovets/search/%D0%90%D1%82%D1%82%D1%80%D0%B0%D0%BA%D1%86%D0%B8%D0%BE%D0%BD%D1%8B-%D0%BF%D0%B0%D1%80%D0%BA%D0%B8	Поиск аттракционов и парков, нет кремля.	2389	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ Р°С‚С‚СЂР°РєС†РёРѕРЅ РїР°СЂРє РєРѕРіРґР° РїРѕСЃС‚СЂРѕРµРЅ
2390	Как был построен Череповецкий Кремль? Кто его архитектор?	https://day.ru/novaya-moskva/istoriya-pervykh-attrakcionov-v-parke-gorkogo_id11559_a904	История аттракционов в парке Горького (Москва), не относится.	2390	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ Р°С‚С‚СЂР°РєС†РёРѕРЅ РїР°СЂРє РєРѕРіРґР° РїРѕСЃС‚СЂРѕРµРЅ
2391	Как был построен Череповецкий Кремль? Кто его архитектор?	https://www.culture.ru/institutes/35512/park-200-letiya-cherepovca	Парк 200-летия Череповца, нет кремля.	2391	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ Р°С‚С‚СЂР°РєС†РёРѕРЅ РїР°СЂРє РєРѕРіРґР° РїРѕСЃС‚СЂРѕРµРЅ
2392	Как был построен Череповецкий Кремль? Кто его архитектор?	https://www.culture.ru/visit/parks/location-vologodskaya-oblast-cherepovec	Парки Вологодской области, без кремля.	2392	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ Р°С‚С‚СЂР°РєС†РёРѕРЅ РїР°СЂРє РєРѕРіРґР° РїРѕСЃС‚СЂРѕРµРЅ
2393	Как был построен Череповецкий Кремль? Кто его архитектор?	http://edinenie35.ru/index.php/park-200-letiya	Парк 200-летия, не относится.	2393	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ Р°С‚С‚СЂР°РєС†РёРѕРЅ РїР°СЂРє РєРѕРіРґР° РїРѕСЃС‚СЂРѕРµРЅ
2394	Как был построен Череповецкий Кремль? Кто его архитектор?	https://azbyka.ru/palomnik/%D0%90%D1%80%D1%85%D0%B8%D0%B5%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%BE%D0%B5_%D0%92%D0%BE%D1%81%D0%BA%D1%80%D0%B5%D1%81%D0%B5%D0%BD%D1%81%D0%BA%D0%BE%D0%B5_%D0%BF%D0%BE%D0%B4%D0%B2%D0%BE%D1%80%D1%8C%D0%B5_(%D0%A7%D0%B5%D1%80%D0%B5%D0%BF%D0%BE%D0%B2%D0%B5%D1%86)	Страница об архиерейском подворье, упоминает Воскресенский собор, но не кремль.	2394	Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† 1855 1856 СЂРµРєРѕРЅСЃС‚СЂСѓРєС†РёСЏ Р°СЂС…РёС‚РµРєС‚РѕСЂ РЎР»СѓРїСЃРєРёР№
2395	Как был построен Череповецкий Кремль? Кто его архитектор?	https://russian-church.ru/viewpage.php?page=6115	Статья о Воскресенском соборе, архитектор не известен, даты 1752-1756, реконструкция Слупского.	2395	Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† 1855 1856 СЂРµРєРѕРЅСЃС‚СЂСѓРєС†РёСЏ Р°СЂС…РёС‚РµРєС‚РѕСЂ РЎР»СѓРїСЃРєРёР№
2396	Как был построен Череповецкий Кремль? Кто его архитектор?	https://marfa-nikitina4.livejournal.com/1321581.html	Блог о поездке, упоминает Соборную горку и собор, кремля нет.	2396	Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† РїСЂРёРґРµР» Р¤РёР»РёРїРїР° РСЂР°РїСЃРєРѕРіРѕ 1884 РєСѓРїРµС† РљСЂРѕС‚РѕРІ РљСЂРѕС…РёРЅ РїР°РїРµСЂС‚СЊ
2397	Как был построен Череповецкий Кремль? Кто его архитектор?	https://www.booksite.ru/fulltext/2ch/ere/pov/ets/3.htm	Исторический текст о Череповце, подтверждает отсутствие крепости, наличие монастыря и собора.	2397	Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† 1855 1856 СЂРµРєРѕРЅСЃС‚СЂСѓРєС†РёСЏ Р°СЂС…РёС‚РµРєС‚РѕСЂ РЎР»СѓРїСЃРєРёР№
2398	Как был построен Череповецкий Кремль? Кто его архитектор?	https://www.bycarinrussia.ru/po-rossii/goroda/sobornaya-gorka-mesto-gde-zarodilsya-gorod	Статья о Соборной горке - месте основания Череповца, где стоял монастырь, а не кремль.	2398	Р§РµСЂРµРїРѕРІРµС† РЅРµС‚ РєСЂРµРјР»СЏ РЎРѕР±РѕСЂРЅР°СЏ РіРѕСЂРєР° РµРґРёРЅСЃС‚РІРµРЅРЅС‹Р№ РєР°РјРµРЅРЅС‹Р№ С…СЂР°Рј
2399	Как был построен Череповецкий Кремль? Кто его архитектор?	http://www.sobor-cherepovets.ru/index.php/2014-10-29-13-48-03/item/52	Страница сайта собора, описывает историю строительства, архитектор неизвестен, упоминается придел Филиппа Ирапского.	2399	Р§РµСЂРµРїРѕРІРµС† РЅРµС‚ РєСЂРµРјР»СЏ РЎРѕР±РѕСЂРЅР°СЏ РіРѕСЂРєР° РµРґРёРЅСЃС‚РІРµРЅРЅС‹Р№ РєР°РјРµРЅРЅС‹Р№ С…СЂР°Рј
2400	Как был построен Череповецкий Кремль? Кто его архитектор?	https://autotravel.ru/otklik.php/4663	Отзыв о поездке, отмечено, что в Череповце нет кремля, есть Соборная горка.	2400	Р§РµСЂРµРїРѕРІРµС† РЅРµС‚ РєСЂРµРјР»СЏ РЎРѕР±РѕСЂРЅР°СЏ РіРѕСЂРєР° РµРґРёРЅСЃС‚РІРµРЅРЅС‹Р№ РєР°РјРµРЅРЅС‹Р№ С…СЂР°Рј
2401	Как был построен Череповецкий Кремль? Кто его архитектор?	https://tonkosti.ru/%D0%A1%D0%BE%D0%B1%D0%BE%D1%80%D0%BD%D0%B0%D1%8F_%D0%B3%D0%BE%D1%80%D0%B0_%D0%B2_%D0%A1%D0%B5%D1%80%D0%BF%D1%83%D1%85%D0%BE%D0%B2%D0%B5	Соборная гора в Серпухове, не относится.	2401	Р§РµСЂРµРїРѕРІРµС† РЅРµС‚ РєСЂРµРјР»СЏ РЎРѕР±РѕСЂРЅР°СЏ РіРѕСЂРєР° РµРґРёРЅСЃС‚РІРµРЅРЅС‹Р№ РєР°РјРµРЅРЅС‹Р№ С…СЂР°Рј
2402	Как был построен Череповецкий Кремль? Кто его архитектор?	http://cherepovegas.ru/arxitekturnye-pamyatniki-cherepovca.html	Архитектурные памятники Череповца, перечисляет Воскресенский собор, построенный в 1752-1756, архитектор неизвестен. Кремль отсутствует.	2402	Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† Р°СЂС…РёС‚РµРєС‚РѕСЂ РЅРµРёР·РІРµСЃС‚РµРЅ Р±Р°СЂРѕРєРєРѕ РєР»Р°СЃСЃРёС†РёР·Рј
2403	Как был построен Череповецкий Кремль? Кто его архитектор?	https://gid.cherinfo.ru/728-voskresenskiy-sobor	Описание собора, даты 1752-1756, автор не известен, стиль барокко-классицизм, перестройка Слупского в 1855-1856.	2403	"Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† Р°СЂС…РёС‚РµРєС‚РѕСЂ РЅРµРёР·РІРµСЃС‚РµРЅ ""РѕР± РѕРґРЅРѕРј РґРµРїР°СЂС‚Р°РјРµРЅС‚Рµ Р±РµР· РїР»Р°РЅСѓ"""
2404	Как был построен Череповецкий Кремль? Кто его архитектор?	http://gorod-sankt.blogspot.com/p/blog-page_21.html	Статья о храмах Череповца, упоминает собор, архитектор неизвестен.	2404	Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† Р°СЂС…РёС‚РµРєС‚РѕСЂ РЅРµРёР·РІРµСЃС‚РµРЅ Р±Р°СЂРѕРєРєРѕ РєР»Р°СЃСЃРёС†РёР·Рј
2405	Как был построен Череповецкий Кремль? Кто его архитектор?	https://www.booksite.ru/civk/2-2_26-1.html	Научная статья о культовой архитектуре, упоминает Воскресенский собор как пример регионального барокко, без указания архитектора.	2405	Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† Р°СЂС…РёС‚РµРєС‚РѕСЂ РЅРµРёР·РІРµСЃС‚РµРЅ Р±Р°СЂРѕРєРєРѕ РєР»Р°СЃСЃРёС†РёР·Рј
2406	Как был построен Череповецкий Кремль? Кто его архитектор?	https://2gis.ru/cherepovets/firm/70000001027299170	Карточка организации (собор), нет исторических данных.	2406	Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† Р°СЂС…РёС‚РµРєС‚РѕСЂ РЅРµРёР·РІРµСЃС‚РµРЅ Р±Р°СЂРѕРєРєРѕ РєР»Р°СЃСЃРёС†РёР·Рј
2407	Как был построен Череповецкий Кремль? Кто его архитектор?	https://www.votpusk.ru/country/dostoprim_info.asp?ID=5954	Информация о Воскресенском соборе: построен в 1752-1756, архитектор не известен.	2407	Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† Р°СЂС…РёС‚РµРєС‚РѕСЂ Р·РѕРґС‡РёР№ 1752 1756
2408	Как был построен Череповецкий Кремль? Кто его архитектор?	https://www.culture.ru/objects/1514/sobor-voskreseniya-khristova-v-cherepovce-vologodskoi-obl-voskresenskii-sobor	Официальный объект культурного наследия. Указано: 1752-1756 гг., архитектор неизвестен, стиль барокко, реконструкция Слупского.	2408	Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† Р°СЂС…РёС‚РµРєС‚РѕСЂ Р·РѕРґС‡РёР№ 1752 1756
2409	Как был построен Череповецкий Кремль? Кто его архитектор?	https://www.pravenc.ru/text/77034.html	Православная энциклопедия: статья о Воскресенском монастыре, основан в 1362 г., собор построен в 1752-1756, архитектор не известен.	2409	РҐСЂСѓСЃС‚Р°Р»С‘РІ Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ Р§РµСЂРµРїРѕРІРµС†РєРёР№ РјРѕРЅР°СЃС‚С‹СЂСЊ Р°СЂС…РёРІРЅС‹Рј РёРєРѕРЅРѕРіСЂР°С„РёС‡РµСЃРєРёРј РёСЃС‚РѕС‡РЅРёРєР°Рј
2410	Как был построен Череповецкий Кремль? Кто его архитектор?	http://afanasiyfeodosiy.cerkov.ru/m-yu-xrustalev-voskresenskij-cherepoveckij-monastyr-po-arxivnym-i-ikonograficheskim-istochnikam-xviii-xx-vekov/	Статья Хрусталёва, подробно излагает историю монастыря, подтверждает даты и отсутствие сведений об архитекторе.	2410	РҐСЂСѓСЃС‚Р°Р»С‘РІ Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ Р§РµСЂРµРїРѕРІРµС†РєРёР№ РјРѕРЅР°СЃС‚С‹СЂСЊ Р°СЂС…РёРІРЅС‹Рј РёРєРѕРЅРѕРіСЂР°С„РёС‡РµСЃРєРёРј РёСЃС‚РѕС‡РЅРёРєР°Рј
2411	Как был построен Череповецкий Кремль? Кто его архитектор?	https://travel.dogrurik.ru/kreml-krepost	Обзор кремлей-крепостей России, не включает Череповец.	2411	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ РєСЂРµРїРѕСЃС‚СЊ РЅРёРєРѕРіРґР° РЅРµ Р±С‹Р»Рѕ РіРѕСЂРѕРґ РјРѕРЅР°СЃС‚С‹СЂСЊ
2412	Как был построен Череповецкий Кремль? Кто его архитектор?	https://site.kizhi.karelia.ru/library/ryabinin-2003/91.html	Научная работа о монастырях, возможно упоминает, но прямой связи нет.	2412	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ РєСЂРµРїРѕСЃС‚СЊ РЅРёРєРѕРіРґР° РЅРµ Р±С‹Р»Рѕ РіРѕСЂРѕРґ РјРѕРЅР°СЃС‚С‹СЂСЊ
2413	Как был построен Череповецкий Кремль? Кто его архитектор?	https://cherkray.ru/?page=%D0%A7%D0%B5%D1%80%D0%B5%D0%BF%D0%BE%D0%B2%D0%B5%D1%86	История города на сайте Череповецкого краеведческого музея? Упоминает основание монастыря, отсутствие кремля.	2413	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ РєСЂРµРїРѕСЃС‚СЊ РЅРёРєРѕРіРґР° РЅРµ Р±С‹Р»Рѕ РіРѕСЂРѕРґ РјРѕРЅР°СЃС‚С‹СЂСЊ
2414	Как был построен Череповецкий Кремль? Кто его архитектор?	https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D1%80%D0%B5%D0%BF%D0%BE%D0%B2%D0%B5%D1%86	Википедия о городе: ясно сказано, что в Череповце нет кремля. Упоминается Воскресенский собор 1752-1756 гг., архитектор неизвестен.	2414	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ РєСЂРµРїРѕСЃС‚СЊ РЅРёРєРѕРіРґР° РЅРµ Р±С‹Р»Рѕ РіРѕСЂРѕРґ РјРѕРЅР°СЃС‚С‹СЂСЊ
2415	Как был построен Череповецкий Кремль? Кто его архитектор?	https://cultinfo.ru/historical-cultural-heritage/historic-settlements/cherepov%D0%B5%D1%81.php	Культурное наследие: Череповец – историческое поселение, но кремля нет.	2415	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ РєСЂРµРїРѕСЃС‚СЊ РЅРёРєРѕРіРґР° РЅРµ Р±С‹Р»Рѕ РіРѕСЂРѕРґ РјРѕРЅР°СЃС‚С‹СЂСЊ
2416	Как был построен Череповецкий Кремль? Кто его архитектор?	https://cherkray.ru/?page=Nazvanie-goroda	О происхождении названия города, без кремля.	2416	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ РєСЂРµРїРѕСЃС‚СЊ РЅРёРєРѕРіРґР° РЅРµ Р±С‹Р»Рѕ РіРѕСЂРѕРґ РјРѕРЅР°СЃС‚С‹СЂСЊ
2417	Как был построен Череповецкий Кремль? Кто его архитектор?	https://sutochno.ru/sj/kremli-rossii	Список кремлей России, Череповец отсутствует.	2417	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ РєСЂРµРїРѕСЃС‚СЊ РЅРёРєРѕРіРґР° РЅРµ Р±С‹Р»Рѕ РіРѕСЂРѕРґ РјРѕРЅР°СЃС‚С‹СЂСЊ
2418	Как был построен Череповецкий Кремль? Кто его архитектор?	https://ru.wikipedia.org/wiki/%D0%98%D1%81%D1%82%D0%BE%D1%80%D0%B8%D1%8F_%D0%A7%D0%B5%D1%80%D0%B5%D0%BF%D0%BE%D0%B2%D1%86%D0%B0	История Череповца: нет кремля, основание связано с монастырём.	2418	Р§РµСЂРµРїРѕРІРµС†РєРёР№ Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ РјРѕРЅР°СЃС‚С‹СЂСЊ РѕСЃРЅРѕРІР°РЅ 1362 Р¤РµРѕРґРѕСЃРёР№ РђС„Р°РЅР°СЃРёР№ РґР°С‚Р° РѕСЃРЅРѕРІР°РЅРёСЏ
2419	Как был построен Череповецкий Кремль? Кто его архитектор?	https://urtmag.ru/public/413/	Статья о Череповце, подтверждает отсутствие кремля.	2419	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ РєСЂРµРїРѕСЃС‚СЊ РЅРёРєРѕРіРґР° РЅРµ Р±С‹Р»Рѕ РіРѕСЂРѕРґ РјРѕРЅР°СЃС‚С‹СЂСЊ
2420	Как был построен Череповецкий Кремль? Кто его архитектор?	https://www.sputnik8.com/ru/moscow/pages/vse-kremli-rossii	Все кремли России, Череповец не упоминается.	2420	Р§РµСЂРµРїРѕРІРµС† РєСЂРµРјР»СЊ РєСЂРµРїРѕСЃС‚СЊ РЅРёРєРѕРіРґР° РЅРµ Р±С‹Р»Рѕ РіРѕСЂРѕРґ РјРѕРЅР°СЃС‚С‹СЂСЊ
2421	Как был построен Череповецкий Кремль? Кто его архитектор?	https://posmotrim.by/article/voskresenskij-sobor-cherepovec.html	Описание собора: построен в 1752-1756 гг., архитектор неизвестен, в 1855-1856 гг. перестройка под руководством Слупского.	2421	"Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† Р°СЂС…РёС‚РµРєС‚РѕСЂ РЅРµРёР·РІРµСЃС‚РµРЅ ""РѕР± РѕРґРЅРѕРј РґРµРїР°СЂС‚Р°РјРµРЅС‚Рµ Р±РµР· РїР»Р°РЅСѓ"""
2422	Как был построен Череповецкий Кремль? Кто его архитектор?	http://www.sobor-cherepovets.ru/index.php/2014-10-29-13-48-03/item/53	Страница о приделе Филиппа Ирапского, построенном в 1884 г. на средства купца Кротова (Крохина?), но это придел, а не кремль.	2422	Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ СЃРѕР±РѕСЂ Р§РµСЂРµРїРѕРІРµС† РїСЂРёРґРµР» Р¤РёР»РёРїРїР° РСЂР°РїСЃРєРѕРіРѕ 1884 РєСѓРїРµС† РљСЂРѕС‚РѕРІ РљСЂРѕС…РёРЅ РїР°РїРµСЂС‚СЊ
2423	Как был построен Череповецкий Кремль? Кто его архитектор?	https://tonkosti.ru/%D0%9F%D0%B0%D0%BC%D1%8F%D1%82%D0%BD%D0%B8%D0%BA_%D0%BF%D1%80%D0%B5%D0%BF%D0%BE%D0%B4%D0%BE%D0%B1%D0%BD%D1%8B%D0%BC_%D0%90%D1%84%D0%B0%D0%BD%D0%B0%D1%81%D0%B8%D1%8E_%D0%B8_%D0%A4%D0%B5%D0%BE%D0%B4%D0%BE%D1%81%D0%B8%D1%8E	Памятник основателям монастыря, упоминает 1362 год, но не кремль.	2423	Р§РµСЂРµРїРѕРІРµС†РєРёР№ Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ РјРѕРЅР°СЃС‚С‹СЂСЊ РѕСЃРЅРѕРІР°РЅ 1362 Р¤РµРѕРґРѕСЃРёР№ РђС„Р°РЅР°СЃРёР№ РґР°С‚Р° РѕСЃРЅРѕРІР°РЅРёСЏ
2424	Как был построен Череповецкий Кремль? Кто его архитектор?	https://school1208.ru/raznoe/cherepovec.html	Школьный материал о Череповце, говорит об основании монастыря, о кремле не упоминается.	2424	Р§РµСЂРµРїРѕРІРµС†РєРёР№ Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ РјРѕРЅР°СЃС‚С‹СЂСЊ РѕСЃРЅРѕРІР°РЅ 1362 Р¤РµРѕРґРѕСЃРёР№ РђС„Р°РЅР°СЃРёР№ РґР°С‚Р° РѕСЃРЅРѕРІР°РЅРёСЏ
2425	Как был построен Череповецкий Кремль? Кто его архитектор?	https://dic.academic.ru/dic.nsf/ruwiki/163973	Словарная статья о Череповце, указано, что крепости не было.	2425	Р§РµСЂРµРїРѕРІРµС†РєРёР№ Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ РјРѕРЅР°СЃС‚С‹СЂСЊ РѕСЃРЅРѕРІР°РЅ 1362 Р¤РµРѕРґРѕСЃРёР№ РђС„Р°РЅР°СЃРёР№ РґР°С‚Р° РѕСЃРЅРѕРІР°РЅРёСЏ
2426	Как был построен Череповецкий Кремль? Кто его архитектор?	https://otvet.mail.ru/question/22988815	Вопрос на почте, ответ: в Череповце нет кремля, есть Воскресенский собор.	2426	Р§РµСЂРµРїРѕРІРµС†РєРёР№ Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ РјРѕРЅР°СЃС‚С‹СЂСЊ РѕСЃРЅРѕРІР°РЅ 1362 Р¤РµРѕРґРѕСЃРёР№ РђС„Р°РЅР°СЃРёР№ РґР°С‚Р° РѕСЃРЅРѕРІР°РЅРёСЏ
2427	Как был построен Череповецкий Кремль? Кто его архитектор?	https://cruiseinform.ru/catalog/07/071/cherepovets/	Информация для круизов: достопримечательности – Соборная горка и Воскресенский собор, кремль отсутствует.	2427	Р§РµСЂРµРїРѕРІРµС†РєРёР№ Р’РѕСЃРєСЂРµСЃРµРЅСЃРєРёР№ РјРѕРЅР°СЃС‚С‹СЂСЊ РѕСЃРЅРѕРІР°РЅ 1362 Р¤РµРѕРґРѕСЃРёР№ РђС„Р°РЅР°СЃРёР№ РґР°С‚Р° РѕСЃРЅРѕРІР°РЅРёСЏ
2428	Насколько мирно, каким путем и почему прошло Крещение Руси?	https://orthodoxwiki.org/Baptism_of_Rus%27	Orthodox Wiki entry. Focuses on the religious significance. States that Vladimir was baptized in 988. The conversion of the Rus' people is presented as a divinely guided event. Mentions the role of Vladimir's grandmother, Olga, who was a Christian. Acknowledges the resistance in Novgorod led by Dobrynya and Putyata, who used fire and sword.	2428	
